station,station_name,day,year,DOY,gdd_40_86,cumGDD
IA4502,KNOXVILLE,2015-06-29,2015,180,32.5,2223
IA4502,KNOXVILLE,2015-06-30,2015,181,32.5,2255.5
IA4502,KNOXVILLE,2015-07-01,2015,182,32.5,2288
IA4502,KNOXVILLE,2015-07-02,2015,183,26,2314
IA4502,KNOXVILLE,2015-07-03,2015,184,23.5,2337.5
IA4502,KNOXVILLE,2015-07-04,2015,185,27,2364.5
IA4502,KNOXVILLE,2015-07-05,2015,186,31,2395.5
IA4502,KNOXVILLE,2015-07-06,2015,187,35.5,2431
IA4502,KNOXVILLE,2015-07-07,2015,188,28,2459
IA4502,KNOXVILLE,2015-07-08,2015,189,24,2483
IA4502,KNOXVILLE,2015-07-09,2015,190,22,2505
IA4502,KNOXVILLE,2015-07-10,2015,191,27.5,2532.5
IA4502,KNOXVILLE,2015-07-11,2015,192,33.5,2566
IA4502,KNOXVILLE,2015-07-12,2015,193,34,2600
IA4502,KNOXVILLE,2015-07-13,2015,194,41.5,2641.5
IA4502,KNOXVILLE,2015-07-14,2015,195,39,2680.5
IA4502,KNOXVILLE,2015-07-15,2015,196,37.5,2718
IA4502,KNOXVILLE,2015-07-16,2015,197,34.5,2752.5
IA4502,KNOXVILLE,2015-07-17,2015,198,37,2789.5
IA4502,KNOXVILLE,2015-07-18,2015,199,41,2830.5
IA4502,KNOXVILLE,2015-07-19,2015,200,38,2868.5
IA4502,KNOXVILLE,2015-07-20,2015,201,37,2905.5
IA4502,KNOXVILLE,2015-07-21,2015,202,32.5,2938
IA4502,KNOXVILLE,2015-07-22,2015,203,29.5,2967.5
IA4502,KNOXVILLE,2015-07-23,2015,204,29.5,2997
IA4502,KNOXVILLE,2015-07-24,2015,205,34.5,3031.5
IA4502,KNOXVILLE,2015-07-25,2015,206,35,3066.5
IA4502,KNOXVILLE,2015-07-26,2015,207,36,3102.5
IA4502,KNOXVILLE,2015-07-27,2015,208,36.5,3139
IA4502,KNOXVILLE,2015-07-28,2015,209,36,3175
IA4502,KNOXVILLE,2015-07-29,2015,210,37,3212
IA4502,KNOXVILLE,2015-07-30,2015,211,33,3245
IA4502,KNOXVILLE,2015-07-31,2015,212,34.5,3279.5
IA4502,KNOXVILLE,2015-08-01,2015,213,35.5,3315
IA4502,KNOXVILLE,2015-08-02,2015,214,38,3353
IA4502,KNOXVILLE,2015-08-03,2015,215,35.5,3388.5
IA4502,KNOXVILLE,2015-08-04,2015,216,32,3420.5
IA4502,KNOXVILLE,2015-08-05,2015,217,30.5,3451
IA4502,KNOXVILLE,2015-08-06,2015,218,30.5,3481.5
IA4502,KNOXVILLE,2015-08-07,2015,219,34.5,3516
IA4502,KNOXVILLE,2015-08-08,2015,220,37,3553
IA4502,KNOXVILLE,2015-08-09,2015,221,36,3589
IA4502,KNOXVILLE,2015-08-10,2015,222,34.5,3623.5
IA4502,KNOXVILLE,2015-08-11,2015,223,32,3655.5
IA4502,KNOXVILLE,2015-08-12,2015,224,33,3688.5
IA4502,KNOXVILLE,2015-08-13,2015,225,33,3721.5
IA4502,KNOXVILLE,2015-08-14,2015,226,37.5,3759
IA4502,KNOXVILLE,2015-08-15,2015,227,37,3796
IA4502,KNOXVILLE,2015-08-16,2015,228,37,3833
IA4502,KNOXVILLE,2015-08-17,2015,229,37.5,3870.5
IA4502,KNOXVILLE,2015-08-18,2015,230,34.5,3905
IA4502,KNOXVILLE,2015-08-19,2015,231,24,3929
IA4502,KNOXVILLE,2015-08-20,2015,232,18,3947
IA4502,KNOXVILLE,2015-08-21,2015,233,27,3974
IA4502,KNOXVILLE,2015-08-22,2015,234,31.5,4005.5
IA4502,KNOXVILLE,2015-08-23,2015,235,29.5,4035
IA4502,KNOXVILLE,2015-08-24,2015,236,21.5,4056.5
IA4502,KNOXVILLE,2015-08-25,2015,237,22.5,4079
IA4502,KNOXVILLE,2015-08-26,2015,238,22.5,4101.5
IA4502,KNOXVILLE,2015-08-27,2015,239,25,4126.5
IA4502,KNOXVILLE,2015-08-28,2015,240,25.5,4152
IA4502,KNOXVILLE,2015-08-29,2015,241,26,4178
IA4502,KNOXVILLE,2015-08-30,2015,242,25.5,4203.5
IA4502,KNOXVILLE,2015-08-31,2015,243,28.5,4232
IA4502,KNOXVILLE,2015-09-01,2015,244,36,4268
IA4502,KNOXVILLE,2015-09-02,2015,245,36.5,4304.5
IA4502,KNOXVILLE,2015-09-03,2015,246,37.5,4342
IA4502,KNOXVILLE,2015-09-04,2015,247,37.5,4379.5
IA4502,KNOXVILLE,2015-09-05,2015,248,37.5,4417
IA4502,KNOXVILLE,2015-09-06,2015,249,39.5,4456.5
IA4502,KNOXVILLE,2015-09-07,2015,250,37,4493.5
IA4502,KNOXVILLE,2015-09-08,2015,251,37,4530.5
IA4502,KNOXVILLE,2015-09-09,2015,252,30,4560.5
IA4502,KNOXVILLE,2015-09-10,2015,253,33,4593.5
IA4502,KNOXVILLE,2015-09-11,2015,254,27.5,4621
IA4502,KNOXVILLE,2015-09-12,2015,255,18,4639
IA4502,KNOXVILLE,2015-09-13,2015,256,18,4657
IA4502,KNOXVILLE,2015-09-14,2015,257,25,4682
IA4502,KNOXVILLE,2015-09-15,2015,258,32,4714
IA4502,KNOXVILLE,2015-09-16,2015,259,33,4747
IA4502,KNOXVILLE,2015-09-17,2015,260,34.5,4781.5
IA4502,KNOXVILLE,2015-09-18,2015,261,34.5,4816
IA4502,KNOXVILLE,2015-09-19,2015,262,17,4833
IA4502,KNOXVILLE,2015-09-20,2015,263,18.5,4851.5
IA4502,KNOXVILLE,2015-09-21,2015,264,22.5,4874
IA4502,KNOXVILLE,2015-09-22,2015,265,24,4898
IA4502,KNOXVILLE,2015-09-23,2015,266,32.5,4930.5
IA4502,KNOXVILLE,2015-09-24,2015,267,32,4962.5
IA4502,KNOXVILLE,2015-09-25,2015,268,28.5,4991
IA4502,KNOXVILLE,2015-09-26,2015,269,27.5,5018.5
IA4502,KNOXVILLE,2015-09-27,2015,270,28.5,5047
IA4502,KNOXVILLE,2015-09-28,2015,271,29.5,5076.5
IA4502,KNOXVILLE,2015-09-29,2015,272,30,5106.5
IA4502,KNOXVILLE,2015-09-30,2015,273,16.5,5123
IA4502,KNOXVILLE,2015-10-01,2015,274,13,5136
IA4502,KNOXVILLE,2015-10-02,2015,275,13,5149
IA4502,KNOXVILLE,2015-10-03,2015,276,13,5162
IA4502,KNOXVILLE,2015-10-04,2015,277,12,5174
IA4502,KNOXVILLE,2015-10-05,2015,278,11,5185
IA4502,KNOXVILLE,2015-10-06,2015,279,18.5,5203.5
IA4502,KNOXVILLE,2015-10-07,2015,280,22.5,5226
IA4502,KNOXVILLE,2015-10-08,2015,281,27,5253
IA4502,KNOXVILLE,2015-10-09,2015,282,25,5278
IA4502,KNOXVILLE,2015-10-10,2015,283,12,5290
IA4502,KNOXVILLE,2015-10-11,2015,284,17.5,5307.5
IA4502,KNOXVILLE,2015-10-12,2015,285,30,5337.5
IA4502,KNOXVILLE,2015-10-13,2015,286,18,5355.5
IA4502,KNOXVILLE,2015-10-14,2015,287,15,5370.5
IA4502,KNOXVILLE,2015-10-15,2015,288,15.5,5386
IA4502,KNOXVILLE,2015-10-16,2015,289,14.5,5400.5
IA4502,KNOXVILLE,2015-10-17,2015,290,7,5407.5
IA4502,KNOXVILLE,2015-10-18,2015,291,8,5415.5
IA4502,KNOXVILLE,2015-10-19,2015,292,12,5427.5
IA4502,KNOXVILLE,2015-10-20,2015,293,18.5,5446
IA4502,KNOXVILLE,2015-10-21,2015,294,22,5468
IA4502,KNOXVILLE,2015-10-22,2015,295,23,5491
IA4502,KNOXVILLE,2015-10-23,2015,296,19,5510
IA4502,KNOXVILLE,2015-10-24,2015,297,17,5527
IA4502,KNOXVILLE,2015-10-25,2015,298,9.5,5536.5
IA4502,KNOXVILLE,2015-10-26,2015,299,11.5,5548
IA4502,KNOXVILLE,2015-10-27,2015,300,12,5560
IA4502,KNOXVILLE,2015-10-28,2015,301,6,5566
IA4502,KNOXVILLE,2015-10-29,2015,302,5,5571
IA4502,KNOXVILLE,2015-10-30,2015,303,4,5575
IA4502,KNOXVILLE,2015-10-31,2015,304,6,5581
IA4502,KNOXVILLE,2015-11-01,2015,305,8,5589
IA4502,KNOXVILLE,2015-11-02,2015,306,21,5610
IA4502,KNOXVILLE,2015-11-03,2015,307,22.5,5632.5
IA4502,KNOXVILLE,2015-11-04,2015,308,19.5,5652
IA4502,KNOXVILLE,2015-11-05,2015,309,18,5670
IA4502,KNOXVILLE,2015-11-06,2015,310,15.5,5685.5
IA4502,KNOXVILLE,2015-11-07,2015,311,7.5,5693
IA4502,KNOXVILLE,2015-11-08,2015,312,5.5,5698.5
IA4502,KNOXVILLE,2015-11-09,2015,313,8.5,5707
IA4502,KNOXVILLE,2015-11-10,2015,314,9,5716
IA4502,KNOXVILLE,2015-11-11,2015,315,11.5,5727.5
IA4502,KNOXVILLE,2015-11-12,2015,316,10.5,5738
IA4502,KNOXVILLE,2015-11-13,2015,317,5.5,5743.5
IA4502,KNOXVILLE,2015-11-14,2015,318,5.5,5749
IA4502,KNOXVILLE,2015-11-15,2015,319,11,5760
IA4502,KNOXVILLE,2015-11-16,2015,320,11.5,5771.5
IA4502,KNOXVILLE,2015-11-17,2015,321,11.5,5783
IA4502,KNOXVILLE,2015-11-18,2015,322,13.5,5796.5
IA4502,KNOXVILLE,2015-11-19,2015,323,3.5,5800
IA4502,KNOXVILLE,2015-11-20,2015,324,2.5,5802.5
IA4502,KNOXVILLE,2015-11-21,2015,325,0,5802.5
IA4502,KNOXVILLE,2015-11-22,2015,326,0,5802.5
IA4502,KNOXVILLE,2015-11-23,2015,327,0,5802.5
IA4502,KNOXVILLE,2015-11-24,2015,328,3.5,5806
IA4502,KNOXVILLE,2015-11-25,2015,329,6.5,5812.5
IA4502,KNOXVILLE,2015-11-26,2015,330,13,5825.5
IA4502,KNOXVILLE,2015-11-27,2015,331,7,5832.5
IA4502,KNOXVILLE,2015-11-28,2015,332,0,5832.5
IA4502,KNOXVILLE,2015-11-29,2015,333,0,5832.5
IA4502,KNOXVILLE,2015-11-30,2015,334,0,5832.5
IA4502,KNOXVILLE,2015-12-01,2015,335,0,5832.5
IA4502,KNOXVILLE,2015-12-02,2015,336,0,5832.5
IA4502,KNOXVILLE,2015-12-03,2015,337,0,5832.5
IA4502,KNOXVILLE,2015-12-04,2015,338,3,5835.5
IA4502,KNOXVILLE,2015-12-05,2015,339,5.5,5841
IA4502,KNOXVILLE,2015-12-06,2015,340,5,5846
IA4502,KNOXVILLE,2015-12-07,2015,341,2,5848
IA4502,KNOXVILLE,2015-12-08,2015,342,3.5,5851.5
IA4502,KNOXVILLE,2015-12-09,2015,343,4.5,5856
IA4502,KNOXVILLE,2015-12-10,2015,344,6.5,5862.5
IA4502,KNOXVILLE,2015-12-11,2015,345,8,5870.5
IA4502,KNOXVILLE,2015-12-12,2015,346,6.5,5877
IA4502,KNOXVILLE,2015-12-13,2015,347,6.5,5883.5
IA4502,KNOXVILLE,2015-12-14,2015,348,11,5894.5
IA4502,KNOXVILLE,2015-12-15,2015,349,1.5,5896
IA4502,KNOXVILLE,2015-12-16,2015,350,2.5,5898.5
IA4502,KNOXVILLE,2015-12-17,2015,351,0,5898.5
IA4502,KNOXVILLE,2015-12-18,2015,352,0,5898.5
IA4502,KNOXVILLE,2015-12-19,2015,353,0,5898.5
IA4502,KNOXVILLE,2015-12-20,2015,354,1,5899.5
IA4502,KNOXVILLE,2015-12-21,2015,355,5.5,5905
IA4502,KNOXVILLE,2015-12-22,2015,356,0,5905
IA4502,KNOXVILLE,2015-12-23,2015,357,2.5,5907.5
IA4502,KNOXVILLE,2015-12-24,2015,358,6,5913.5
IA4502,KNOXVILLE,2015-12-25,2015,359,0,5913.5
IA4502,KNOXVILLE,2015-12-26,2015,360,0,5913.5
IA4502,KNOXVILLE,2015-12-27,2015,361,0,5913.5
IA4502,KNOXVILLE,2015-12-28,2015,362,0,5913.5
IA4502,KNOXVILLE,2015-12-29,2015,363,0,5913.5
IA4502,KNOXVILLE,2015-12-30,2015,364,0,5913.5
IA4502,KNOXVILLE,2015-12-31,2015,365,0,5913.5
IA4502,KNOXVILLE,2016-01-01,2016,1,0,0
IA4502,KNOXVILLE,2016-01-02,2016,2,0,0
IA4502,KNOXVILLE,2016-01-03,2016,3,0,0
IA4502,KNOXVILLE,2016-01-04,2016,4,0,0
IA4502,KNOXVILLE,2016-01-05,2016,5,0,0
IA4502,KNOXVILLE,2016-01-06,2016,6,0,0
IA4502,KNOXVILLE,2016-01-07,2016,7,0,0
IA4502,KNOXVILLE,2016-01-08,2016,8,0,0
IA4502,KNOXVILLE,2016-01-09,2016,9,0,0
IA4502,KNOXVILLE,2016-01-10,2016,10,0,0
IA4502,KNOXVILLE,2016-01-11,2016,11,0,0
IA4502,KNOXVILLE,2016-01-12,2016,12,0,0
IA4502,KNOXVILLE,2016-01-13,2016,13,0,0
IA4502,KNOXVILLE,2016-01-14,2016,14,0,0
IA4502,KNOXVILLE,2016-01-15,2016,15,5,5
IA4502,KNOXVILLE,2016-01-16,2016,16,0,5
IA4502,KNOXVILLE,2016-01-17,2016,17,0,5
IA4502,KNOXVILLE,2016-01-18,2016,18,0,5
IA4502,KNOXVILLE,2016-01-19,2016,19,0,5
IA4502,KNOXVILLE,2016-01-20,2016,20,0,5
IA4502,KNOXVILLE,2016-01-21,2016,21,0,5
IA4502,KNOXVILLE,2016-01-22,2016,22,0,5
IA4502,KNOXVILLE,2016-01-23,2016,23,0,5
IA4502,KNOXVILLE,2016-01-24,2016,24,0,5
IA4502,KNOXVILLE,2016-01-25,2016,25,0,5
IA4502,KNOXVILLE,2016-01-26,2016,26,0,5
IA4502,KNOXVILLE,2016-01-27,2016,27,0,5
IA4502,KNOXVILLE,2016-01-28,2016,28,0,5
IA4502,KNOXVILLE,2016-01-29,2016,29,0,5
IA4502,KNOXVILLE,2016-01-30,2016,30,2,7
IA4502,KNOXVILLE,2016-01-31,2016,31,3.5,10.5
IA4502,KNOXVILLE,2016-02-01,2016,32,3.5,14
IA4502,KNOXVILLE,2016-02-02,2016,33,2,16
IA4502,KNOXVILLE,2016-02-03,2016,34,2,18
IA4502,KNOXVILLE,2016-02-04,2016,35,0,18
IA4502,KNOXVILLE,2016-02-05,2016,36,0,18
IA4502,KNOXVILLE,2016-02-06,2016,37,0,18
IA4502,KNOXVILLE,2016-02-07,2016,38,0,18
IA4502,KNOXVILLE,2016-02-08,2016,39,1.5,19.5
IA4502,KNOXVILLE,2016-02-09,2016,40,0,19.5
IA4502,KNOXVILLE,2016-02-10,2016,41,0,19.5
IA4502,KNOXVILLE,2016-02-11,2016,42,0,19.5
IA4502,KNOXVILLE,2016-02-12,2016,43,0,19.5
IA4502,KNOXVILLE,2016-02-13,2016,44,0,19.5
IA4502,KNOXVILLE,2016-02-14,2016,45,0,19.5
IA4502,KNOXVILLE,2016-02-15,2016,46,0,19.5
IA4502,KNOXVILLE,2016-02-16,2016,47,0,19.5
IA4502,KNOXVILLE,2016-02-17,2016,48,0,19.5
IA4502,KNOXVILLE,2016-02-18,2016,49,0,19.5
IA4502,KNOXVILLE,2016-02-19,2016,50,9.5,29
IA4502,KNOXVILLE,2016-02-20,2016,51,10,39
IA4502,KNOXVILLE,2016-02-21,2016,52,7,46
IA4502,KNOXVILLE,2016-02-22,2016,53,2,48
IA4502,KNOXVILLE,2016-02-23,2016,54,1,49
IA4502,KNOXVILLE,2016-02-24,2016,55,3.5,52.5
IA4502,KNOXVILLE,2016-02-25,2016,56,0,52.5
IA4502,KNOXVILLE,2016-02-26,2016,57,0,52.5
IA4502,KNOXVILLE,2016-02-27,2016,58,3.5,56
IA4502,KNOXVILLE,2016-02-28,2016,59,14,70
IA4502,KNOXVILLE,2016-02-29,2016,60,9,79
IA4502,KNOXVILLE,2016-03-01,2016,61,11,90
IA4502,KNOXVILLE,2016-03-02,2016,62,0,90
IA4502,KNOXVILLE,2016-03-03,2016,63,0,90
IA4502,KNOXVILLE,2016-03-04,2016,64,0,90
IA4502,KNOXVILLE,2016-03-05,2016,65,3.5,93.5
IA4502,KNOXVILLE,2016-03-06,2016,66,2,95.5
IA4502,KNOXVILLE,2016-03-07,2016,67,12.5,108
IA4502,KNOXVILLE,2016-03-08,2016,68,21.5,129.5
IA4502,KNOXVILLE,2016-03-09,2016,69,15.5,145
IA4502,KNOXVILLE,2016-03-10,2016,70,5.5,150.5
IA4502,KNOXVILLE,2016-03-11,2016,71,9,159.5
IA4502,KNOXVILLE,2016-03-12,2016,72,14,173.5
IA4502,KNOXVILLE,2016-03-13,2016,73,9,182.5
IA4502,KNOXVILLE,2016-03-14,2016,74,11.5,194
IA4502,KNOXVILLE,2016-03-15,2016,75,19.5,213.5
IA4502,KNOXVILLE,2016-03-16,2016,76,15,228.5
IA4502,KNOXVILLE,2016-03-17,2016,77,9.5,238
IA4502,KNOXVILLE,2016-03-18,2016,78,8.5,246.5
IA4502,KNOXVILLE,2016-03-19,2016,79,2.5,249
IA4502,KNOXVILLE,2016-03-20,2016,80,1,250
IA4502,KNOXVILLE,2016-03-21,2016,81,3,253
IA4502,KNOXVILLE,2016-03-22,2016,82,9.5,262.5
IA4502,KNOXVILLE,2016-03-23,2016,83,12,274.5
IA4502,KNOXVILLE,2016-03-24,2016,84,3,277.5
IA4502,KNOXVILLE,2016-03-25,2016,85,0,277.5
IA4502,KNOXVILLE,2016-03-26,2016,86,6.5,284
IA4502,KNOXVILLE,2016-03-27,2016,87,3.5,287.5
IA4502,KNOXVILLE,2016-03-28,2016,88,1.5,289
IA4502,KNOXVILLE,2016-03-29,2016,89,10.5,299.5
IA4502,KNOXVILLE,2016-03-30,2016,90,14.5,314
IA4502,KNOXVILLE,2016-03-31,2016,91,18,332
IA4502,KNOXVILLE,2016-04-01,2016,92,7,339
IA4502,KNOXVILLE,2016-04-02,2016,93,4.5,343.5
IA4502,KNOXVILLE,2016-04-03,2016,94,3,346.5
IA4502,KNOXVILLE,2016-04-04,2016,95,20,366.5
IA4502,KNOXVILLE,2016-04-05,2016,96,5.5,372
IA4502,KNOXVILLE,2016-04-06,2016,97,5.5,377.5
IA4502,KNOXVILLE,2016-04-07,2016,98,8,385.5
IA4502,KNOXVILLE,2016-04-08,2016,99,5,390.5
IA4502,KNOXVILLE,2016-04-09,2016,100,3.5,394
IA4502,KNOXVILLE,2016-04-10,2016,101,5,399
IA4502,KNOXVILLE,2016-04-11,2016,102,11.5,410.5
IA4502,KNOXVILLE,2016-04-12,2016,103,5,415.5
IA4502,KNOXVILLE,2016-04-13,2016,104,9,424.5
IA4502,KNOXVILLE,2016-04-14,2016,105,17,441.5
IA4502,KNOXVILLE,2016-04-15,2016,106,17.5,459
IA4502,KNOXVILLE,2016-04-16,2016,107,23,482
IA4502,KNOXVILLE,2016-04-17,2016,108,27.5,509.5
IA4502,KNOXVILLE,2016-04-18,2016,109,28.5,538
IA4502,KNOXVILLE,2016-04-19,2016,110,24.5,562.5
IA4502,KNOXVILLE,2016-04-20,2016,111,17,579.5
IA4502,KNOXVILLE,2016-04-21,2016,112,16.5,596
IA4502,KNOXVILLE,2016-04-22,2016,113,17,613
IA4502,KNOXVILLE,2016-04-23,2016,114,15,628
IA4502,KNOXVILLE,2016-04-24,2016,115,21.5,649.5
IA4502,KNOXVILLE,2016-04-25,2016,116,28,677.5
IA4502,KNOXVILLE,2016-04-26,2016,117,16.5,694
IA4502,KNOXVILLE,2016-04-27,2016,118,19,713
IA4502,KNOXVILLE,2016-04-28,2016,119,8,721
IA4502,KNOXVILLE,2016-04-29,2016,120,10,731
IA4502,KNOXVILLE,2016-04-30,2016,121,6.5,737.5
IA4502,KNOXVILLE,2016-05-01,2016,122,6,743.5
IA4502,KNOXVILLE,2016-05-02,2016,123,4,747.5
IA4502,KNOXVILLE,2016-05-03,2016,124,10.5,758
IA4502,KNOXVILLE,2016-05-04,2016,125,17.5,775.5
IA4502,KNOXVILLE,2016-05-05,2016,126,13.5,789
IA4502,KNOXVILLE,2016-05-06,2016,127,19,808
IA4502,KNOXVILLE,2016-05-07,2016,128,32,840
IA4502,KNOXVILLE,2016-05-08,2016,129,21.5,861.5
IA4502,KNOXVILLE,2016-05-09,2016,130,22.5,884
IA4502,KNOXVILLE,2016-05-10,2016,131,19.5,903.5
IA4502,KNOXVILLE,2016-05-11,2016,132,24.5,928
IA4502,KNOXVILLE,2016-05-12,2016,133,19.5,947.5
IA4502,KNOXVILLE,2016-05-13,2016,134,17.5,965
IA4502,KNOXVILLE,2016-05-14,2016,135,14.5,979.5
IA4502,KNOXVILLE,2016-05-15,2016,136,8,987.5
IA4502,KNOXVILLE,2016-05-16,2016,137,15,1002.5
IA4502,KNOXVILLE,2016-05-17,2016,138,12,1014.5
IA4502,KNOXVILLE,2016-05-18,2016,139,13.5,1028
IA4502,KNOXVILLE,2016-05-19,2016,140,15,1043
IA4502,KNOXVILLE,2016-05-20,2016,141,17,1060
IA4502,KNOXVILLE,2016-05-21,2016,142,18,1078
IA4502,KNOXVILLE,2016-05-22,2016,143,22,1100
IA4502,KNOXVILLE,2016-05-23,2016,144,29,1129
IA4502,KNOXVILLE,2016-05-24,2016,145,31,1160
IA4502,KNOXVILLE,2016-05-25,2016,146,34,1194
IA4502,KNOXVILLE,2016-05-26,2016,147,31,1225
IA4502,KNOXVILLE,2016-05-27,2016,148,29,1254
IA4502,KNOXVILLE,2016-05-28,2016,149,29,1283
IA4502,KNOXVILLE,2016-05-29,2016,150,25,1308
IA4502,KNOXVILLE,2016-05-30,2016,151,32,1340
IA4502,KNOXVILLE,2016-05-31,2016,152,33,1373
IA4502,KNOXVILLE,2016-06-01,2016,153,29,1402
IA4502,KNOXVILLE,2016-06-02,2016,154,26.5,1428.5
IA4502,KNOXVILLE,2016-06-03,2016,155,31,1459.5
IA4502,KNOXVILLE,2016-06-04,2016,156,31,1490.5
IA4502,KNOXVILLE,2016-06-05,2016,157,28.5,1519
IA4502,KNOXVILLE,2016-06-06,2016,158,31,1550
IA4502,KNOXVILLE,2016-06-07,2016,159,29,1579
IA4502,KNOXVILLE,2016-06-08,2016,160,24.5,1603.5
IA4502,KNOXVILLE,2016-06-09,2016,161,32.5,1636
IA4502,KNOXVILLE,2016-06-10,2016,162,37.5,1673.5
IA4502,KNOXVILLE,2016-06-11,2016,163,36.5,1710
IA4502,KNOXVILLE,2016-06-12,2016,164,36.5,1746.5
IA4502,KNOXVILLE,2016-06-13,2016,165,37.5,1784
IA4502,KNOXVILLE,2016-06-14,2016,166,38,1822
IA4502,KNOXVILLE,2016-06-15,2016,167,35.5,1857.5
IA4502,KNOXVILLE,2016-06-16,2016,168,35.5,1893
IA4502,KNOXVILLE,2016-06-17,2016,169,35.5,1928.5
IA4502,KNOXVILLE,2016-06-18,2016,170,35.5,1964
IA4502,KNOXVILLE,2016-06-19,2016,171,36,2000
IA4502,KNOXVILLE,2016-06-20,2016,172,39,2039
IA4502,KNOXVILLE,2016-06-21,2016,173,35.5,2074.5
IA4502,KNOXVILLE,2016-06-22,2016,174,37.5,2112
IA4502,KNOXVILLE,2016-06-23,2016,175,36,2148
IA4502,KNOXVILLE,2016-06-24,2016,176,30,2178
IA4502,KNOXVILLE,2016-06-25,2016,177,32,2210
IA4502,KNOXVILLE,2016-06-26,2016,178,38.5,2248.5
IA4502,KNOXVILLE,2016-06-27,2016,179,36,2284.5
IA4502,KNOXVILLE,2016-06-28,2016,180,34,2318.5
IA4502,KNOXVILLE,2016-06-29,2016,181,29.5,2348
IA4502,KNOXVILLE,2016-06-30,2016,182,31.5,2379.5
IA4502,KNOXVILLE,2016-07-01,2016,183,31,2410.5
IA4502,KNOXVILLE,2016-07-02,2016,184,29,2439.5
IA4502,KNOXVILLE,2016-07-03,2016,185,20,2459.5
IA4502,KNOXVILLE,2016-07-04,2016,186,24,2483.5
IA4502,KNOXVILLE,2016-07-05,2016,187,29.5,2513
IA4502,KNOXVILLE,2016-07-06,2016,188,36.5,2549.5
IA4502,KNOXVILLE,2016-07-07,2016,189,35.5,2585
IA4502,KNOXVILLE,2016-07-08,2016,190,34.5,2619.5
IA4502,KNOXVILLE,2016-07-09,2016,191,34,2653.5
IA4502,KNOXVILLE,2016-07-10,2016,192,35.5,2689
IA4502,KNOXVILLE,2016-07-11,2016,193,34.5,2723.5
IA4502,KNOXVILLE,2016-07-12,2016,194,35.5,2759
IA4502,KNOXVILLE,2016-07-13,2016,195,35,2794
IA4502,KNOXVILLE,2016-07-14,2016,196,34,2828
IA4502,KNOXVILLE,2016-07-15,2016,197,31,2859
IA4502,KNOXVILLE,2016-07-16,2016,198,27.5,2886.5
IA4502,KNOXVILLE,2016-07-17,2016,199,32.5,2919
IA4502,KNOXVILLE,2016-07-18,2016,200,35.5,2954.5
IA4502,KNOXVILLE,2016-07-19,2016,201,35,2989.5
IA4502,KNOXVILLE,2016-07-20,2016,202,31,3020.5
IA4502,KNOXVILLE,2016-07-21,2016,203,40,3060.5
IA4502,KNOXVILLE,2016-07-22,2016,204,39,3099.5
IA4502,KNOXVILLE,2016-07-23,2016,205,40,3139.5
IA4502,KNOXVILLE,2016-07-24,2016,206,42,3181.5
IA4502,KNOXVILLE,2016-07-25,2016,207,36,3217.5
IA4502,KNOXVILLE,2016-07-26,2016,208,35,3252.5
IA4502,KNOXVILLE,2016-07-27,2016,209,34.5,3287
IA4502,KNOXVILLE,2016-07-28,2016,210,37,3324
IA4502,KNOXVILLE,2016-07-29,2016,211,30.5,3354.5
IA4502,KNOXVILLE,2016-07-30,2016,212,28,3382.5
IA4502,KNOXVILLE,2016-07-31,2016,213,32,3414.5
IA4502,KNOXVILLE,2016-08-01,2016,214,35,3449.5
IA4502,KNOXVILLE,2016-08-02,2016,215,32,3481.5
IA4502,KNOXVILLE,2016-08-03,2016,216,31.5,3513
IA4502,KNOXVILLE,2016-08-04,2016,217,37.5,3550.5
IA4502,KNOXVILLE,2016-08-05,2016,218,36,3586.5
IA4502,KNOXVILLE,2016-08-06,2016,219,31,3617.5
IA4502,KNOXVILLE,2016-08-07,2016,220,30.5,3648
IA4502,KNOXVILLE,2016-08-08,2016,221,30.5,3678.5
IA4502,KNOXVILLE,2016-08-09,2016,222,32.5,3711
IA4502,KNOXVILLE,2016-08-10,2016,223,38,3749
IA4502,KNOXVILLE,2016-08-11,2016,224,38,3787
IA4502,KNOXVILLE,2016-08-12,2016,225,37,3824
IA4502,KNOXVILLE,2016-08-13,2016,226,32.5,3856.5
IA4502,KNOXVILLE,2016-08-14,2016,227,33.5,3890
IA4502,KNOXVILLE,2016-08-15,2016,228,34,3924
IA4502,KNOXVILLE,2016-08-16,2016,229,32.5,3956.5
IA4502,KNOXVILLE,2016-08-17,2016,230,34.5,3991
IA4502,KNOXVILLE,2016-08-18,2016,231,36,4027
IA4502,KNOXVILLE,2016-08-19,2016,232,38,4065
IA4502,KNOXVILLE,2016-08-20,2016,233,35.5,4100.5
IA4502,KNOXVILLE,2016-08-21,2016,234,24,4124.5
IA4502,KNOXVILLE,2016-08-22,2016,235,26,4150.5
IA4502,KNOXVILLE,2016-08-23,2016,236,31,4181.5
IA4502,KNOXVILLE,2016-08-24,2016,237,32.5,4214
IA4502,KNOXVILLE,2016-08-25,2016,238,34.5,4248.5
IA4502,KNOXVILLE,2016-08-26,2016,239,27.5,4276
IA4502,KNOXVILLE,2016-08-27,2016,240,28.5,4304.5
IA4502,KNOXVILLE,2016-08-28,2016,241,33.5,4338
IA4502,KNOXVILLE,2016-08-29,2016,242,37.5,4375.5
IA4502,KNOXVILLE,2016-08-30,2016,243,35.5,4411
IA4502,KNOXVILLE,2016-08-31,2016,244,33,4444
